Organisation Name,ch_company_number,ch_company_name,ch_sic_codes,sic_tech_score,is_active_score,company_age_score,company_type_score,name_keyword_score,role_fit_score,role_fit_bucket
Delphix Software Limited,07913648,DELPHIX SOFTWARE LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Deltaclass Technology Solutions Limited,09316938,DELTACLASS TECHNOLOGY SOLUTIONS LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Dever Software Ltd,08060011,DEVER SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Dew Technology Limited,09155912,DEW TECHNOLOGY LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Dext Software Limited,07361080,DEXT SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Digital Applications International Limited,01008089,DIGITAL APPLICATIONS INTERNATIONAL LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Digital Boutique Limited,SC372724,DIGITAL BOUTIQUE LTD,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Digital Buying Partners Limited,03850448,DIGITAL BUYING PARTNERS LIMITED,62020;68100;68209,0.5,0.1,0.12,0.08,0.05,0.85,strong
Digital Detox Ltd,05278798,DIGITAL DETOX LTD,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Digital Diligence Ltd,09195531,DIGITAL DILIGENCE LIMITED,62012;82990,0.5,0.1,0.12,0.08,0.05,0.85,strong
Digital Marmalade Limited,03485444,DIGITAL MARMALADE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Digital Media Technologies LTD,07767134,DIGITAL MEDIA TECHNOLOGIES LTD,58290;62020;73120,0.5,0.1,0.12,0.08,0.05,0.85,strong
Digital Moneybox Limited,09597755,DIGITAL MONEYBOX LIMITED,62012;64999,0.5,0.1,0.12,0.08,0.05,0.85,strong
Digital Science & Research Solutions Limited,09984464,DIGITAL SCIENCE & RESEARCH SOLUTIONS LIMITED,62012;70100,0.5,0.1,0.12,0.08,0.05,0.85,strong
Discover Digital Solutions Limited,03084977,DISCOVER DIGITAL SOLUTIONS LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Diti Tech Ltd,08110138,DITI TECH LTD.,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Dubarry Technology Ltd,07724250,DUBARRY TECHNOLOGY LTD,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Duco Technology Limited,05686389,DUCO TECHNOLOGY LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Duradiamond Software Ltd,SC414828,DURADIAMOND SOFTWARE LIMITED,26512;62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Durell Software Ltd,01771383,DURELL SOFTWARE LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
EDGEI TECH UK LTD,09414768,EDGEI TECH UK LTD,62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
EDT SAAS LIMITED,09933132,EDT SAAS LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
EJ Peak Technology Solutions Limited,05079603,EJ PEAK TECHNOLOGY SOLUTIONS LIMITED,61900;62090;74100;74909,0.5,0.1,0.12,0.08,0.05,0.85,strong
EKCO CLOUD (UK) LIMITED,04709978,EKCO CLOUD (UK) LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
ELEKS Software UK Limited,08066391,ELEKS SOFTWARE UK LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
ENERGY & COMPLIANCE TECHNOLOGY LTD,07311760,ENERGY & COMPLIANCE TECHNOLOGY LTD.,62020;74901,0.5,0.1,0.12,0.08,0.05,0.85,strong
ERP Data Services Ltd,07672927,ERP DATA SERVICES LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
ERP TECH SOLUTIONS LIMITED,07942150,ERP TECH SOLUTIONS LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
EVERYMATRIX TECHNOLOGY (UK) LIMITED,06401555,EVERYMATRIX TECHNOLOGY (UK) LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
EXUS SOFTWARE LTD,07932357,EXUS SOFTWARE LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Eastpoint Software Ltd,07814575,EASTPOINT SOFTWARE LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Egress Software Technologies Limited,06393598,EGRESS SOFTWARE TECHNOLOGIES LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Eigen Software Limited,04899100,EIGEN SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Elastic Path Software (UK) Ltd,08471855,ELASTIC PATH SOFTWARE (UK) LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Elite Tech Ltd,09239415,ELITE TECH LTD,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Ellipse Data Ltd,09366201,ELLIPSE DATA LIMITED,62090;93199,0.5,0.1,0.12,0.08,0.05,0.85,strong
Emu Analytics,09286231,EMU ANALYTICS LIMITED,62012;62020;62090;74909,0.5,0.1,0.12,0.08,0.05,0.85,strong
Encora Software (UK) Private Limited,05310424,ENCORA SOFTWARE (UK) PRIVATE LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Engage Technology Partners Limited,08926632,ENGAGE TECHNOLOGY PARTNERS LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Enjoy Digital Communications Ltd,06627758,ENJOY DIGITAL COMMUNICATIONS LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Ennovision Technology Solutions Limited,08762798,ENNOVISION TECHNOLOGY SOLUTIONS LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Epicor Software (UK) Limited,02338274,EPICOR SOFTWARE (UK) LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Equinox Automation & controls Ltd.,04599955,EQUINOX AUTOMATION & CONTROLS LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Esprit Automation Limited,02113853,ESPRIT AUTOMATION LIMITED,28490;62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Essentia Analytics Ltd,07164254,ESSENTIA ANALYTICS LTD.,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
European Software Solutions (UK) Limited,06439150,EUROPEAN SOFTWARE SOLUTIONS (UK) LIMITED,62012;62020;63990,0.5,0.1,0.12,0.08,0.05,0.85,strong
Eurosoft Tech Limited,07192785,EUROSOFT TECH LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Exate Technology,09512030,EXATE TECHNOLOGY LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
FOCUS CLOUD LIMITED,08293386,CLOUD FOCUS LTD,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
FORMAL TECHNOLOGY LIMITED,07281656,FORMAL TECHNOLOGY LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
FX Digital Ltd,05861475,DIGITAL FX LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
FZ SOFTWARE SOLUTIONS LIMITED,08805069,FZ SOFTWARE SOLUTIONS LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Facit Data Systems,09090054,FACIT DATA SYSTEMS LTD,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Fat Fish Digital Ltd,08611202,FAT FISH DIGITAL LIMITED,62030,0.5,0.1,0.12,0.08,0.05,0.85,strong
Fido Tech,09121732,FIDO TECH LTD,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Fifty Technology Limited,09476244,FIFTY TECHNOLOGY LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Financial Data Management Limited,02827644,FINANCIAL DATA MANAGEMENT LIMITED,58190;62090;70229,0.5,0.1,0.12,0.08,0.05,0.85,strong
Firefish Software,SC370891,FIREFISH SOFTWARE LTD.,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Flexera Software Limited,06524874,FLEXERA SOFTWARE LIMITED,62012;62020;63110,0.5,0.1,0.12,0.08,0.05,0.85,strong
Flourish Learning,06158047,FLOURISH LEARNING LTD,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Forrit Technology Limited,06632246,FORRIT TECHNOLOGY LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Fountainhead software ltd,09163940,FOUNTAINHEAD SOFTWARE LTD,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Future Intelligence Technology Solutions Limited,09734642,FUTURE INTELLIGENCE TECHNOLOGY SOLUTIONS LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
GIOS Technology Limited,06309056,GIOS TECHNOLOGY LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
GMK Software Solutions Limited,09715145,GMK SOFTWARE SOLUTIONS LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
GPC Computer Software Ltd,02628523,GPC COMPUTER SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
GRDJ Technology Ltd,08628197,GRDJ TECHNOLOGY LTD,62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
GS INNOVATIVE TECHNOLOGY LTD,08899131,GS INNOVATIVE TECHNOLOGY LTD,46520;47429;62030;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Garrison Technology Ltd,09286531,GARRISON TECHNOLOGY LTD,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Gateway Digital UK Limited,08608580,GATEWAY DIGITAL UK LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Generis Enterprise Technology Limited,09870241,GENERIS ENTERPRISE TECHNOLOGY LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Genesis Global Technology Limited.,09498568,GENESIS GLOBAL TECHNOLOGY LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Genisys Software Ltd,02866738,GENISYS SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Genius Software Solutions Limited,SC361801,GENIUS SOFTWARE SOLUTIONS LIMITED,61900;62012;62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Giacom (Cloud) Limited,03813447,GIACOM (CLOUD) LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Girling & Company Software Limited,08738218,GIRLING & COMPANY SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Glassbox Digital UK Ltd,09879009,GLASSBOX DIGITAL UK LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Goodboy Digital Limited,06819210,GOODBOY DIGITAL LTD,62090;73110,0.5,0.1,0.12,0.08,0.05,0.85,strong
Graphite Digital Ltd,06928066,GRAPHITE DIGITAL LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Guidewire Software (UK) Limited,05427894,GUIDEWIRE SOFTWARE (UK) LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
HIGH-TECH IT LIMITED,08000276,HIGH-TECH IT LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
HORIBA Test Automation Limited,04070217,HORIBA TEST AUTOMATION LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Haefele Software Limited,05749625,HAEFELE SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Hard Drive Technology Limited,09623582,HARD DRIVE TECHNOLOGY LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Harlequin Software Ltd,02012615,HARLEQUIN SOFTWARE LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Haulmont Technology Limited,06657184,HAULMONT TECHNOLOGY LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Helpful Technology Limited,07165965,HELPFUL TECHNOLOGY LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Hicom Technology Limited,04516040,HICOM TECHNOLOGY LIMITED,62012;62020;63110,0.5,0.1,0.12,0.08,0.05,0.85,strong
Higher Concept Software Limited,03531982,HIGHER CONCEPT SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Hippo Digital Limited,09877239,HIPPO DIGITAL LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Hoopla Digital Ltd,09095965,HOOPLA DIGITAL LTD,62090;73120,0.5,0.1,0.12,0.08,0.05,0.85,strong
House-on-the-Hill Software Ltd,02790771,HOUSE-ON-THE-HILL SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Human Made Machine Limited,09338935,HUMAN MADE MACHINE LIMITED,62020;73200,0.5,0.1,0.12,0.08,0.05,0.85,strong
Hyble Technology Ltd,SC221952,HYBLE TECHNOLOGY LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
I-Net Software Solutions,05607748,I-NET SOFTWARE SOLUTIONS LTD,62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
IAM TECH LIMITED,09076102,IAM TECH LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
IBASE SOFTWARE SOLUTIONS PVT LIMITED,09504032,IBASE SOFTWARE SOLUTIONS PVT LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
IBS Software Europe Ltd,04484344,IBS SOFTWARE EUROPE LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
IIT Software Limited,06372333,IIT SOFTWARE LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
IMC (UK) Learning Limited,05973043,IMC (UK) LEARNING LTD,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
INFORMATION TECH CONSULTANTS LTD,07773224,INFORMATION TECH CONSULTANTS LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
IT Software Consultancy Services Limited.,06795510,IT SOFTWARE CONSULTANCY SERVICES LIMITED,62020;68100,0.5,0.1,0.12,0.08,0.05,0.85,strong
ITS Digital Ltd,06262721,ITS DIGITAL LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
ITS Software Systems Limited,04583888,ITS SOFTWARE SYSTEMS LIMITED,62012;63120,0.5,0.1,0.12,0.08,0.05,0.85,strong
Idox Software Ltd.,02933889,IDOX SOFTWARE LTD,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Ikonic Technology Ltd,06752963,IKONIC TECHNOLOGY LIMITED,62090;64209,0.5,0.1,0.12,0.08,0.05,0.85,strong
InSync Technology Ltd,04809956,INSYNC TECHNOLOGY LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Inbound Fintech Limited,06020663,INBOUND FINTECH LTD,62011,0.5,0.1,0.12,0.08,0.05,0.85,strong
Independent Technology Systems Limited,03179314,INDEPENDENT TECHNOLOGY SYSTEMS LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Indigo Software Ltd,05649006,INDIGO SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Inetum Digital Services UK Limited,07206707,INETUM DIGITAL SERVICES UK LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Infinity Technology Solutions,04330595,INFINITY TECHNOLOGY SOLUTIONS LIMITED,62090;82990,0.5,0.1,0.12,0.08,0.05,0.85,strong
Ingenuity Digital Limited,07543416,INGENUITY DIGITAL LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
InnoWave-Tech Limited,09539483,INNOWAVE-TECH LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Innovent Technology Limited,SC226257,INNOVENT TECHNOLOGY LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Insight Technology Ltd,07592442,INSIGHT TECHNOLOGY LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Insightful Technology Limited,08881788,INSIGHTFUL TECHNOLOGY LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Inspira Digital Ltd.,06873550,INSPIRA DIGITAL LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Insurance Data Solutions,05909592,INSURANCE DATA SOLUTIONS LTD,62012;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Intact Software (UK) Limited,05235518,INTACT SOFTWARE (UK) LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Integrated Technology Corporation Ltd,03445979,INTEGRATED TECHNOLOGY CORPORATION LIMITED,62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Intelys Technology Limited,07798497,INTELYS TECHNOLOGY LIMITED,61900;62012;62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Interactive Software Ltd,02769701,INTERACTIVE SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Interactive Technology Corporation Ltd,05309166,INTERACTIVE TECHNOLOGY CORPORATION  LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Interlink Software Services Limited,03183538,INTERLINK SOFTWARE SERVICES LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Introworld Technology Limited,06941076,INTROWORLD TECHNOLOGY LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Investis Digital Limited,03930926,INVESTIS DIGITAL LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
J2 Design Marketing Digital Ltd,05607139,J2 DESIGN MARKETING DIGITAL LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
JK Digital Consulting Limited,09980411,JK DIGITAL CONSULTING LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
JK Tech UK LTD,03812106,JK TECH UK LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
JULIAND DIGITAL LTD,08150754,JULIAND DIGITAL LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
JV Tec Software Solutions Limited,08209532,JV TEC SOFTWARE SOLUTIONS LIMITED,62012;62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Jade Software Corporation UK Ltd,02714059,JADE SOFTWARE CORPORATION UK LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Jonas Metals Software Limited,02648289,JONAS METALS SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Joy-Tech Consultancy Ltd,07534670,JOY-TECH CONSULTANCY LTD,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Just Technology Group Ltd,05678436,JUST TECHNOLOGY GROUP LTD,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
KELLTON TECH (UK) LIMITED,SC522461,KELLTON TECH (UK) LIMITED,62012;62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
KJR Software Services Ltd,06850066,KJR SOFTWARE SERVICES LIMITED,62012;62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
KMA Tech Holding Limited,09526034,KMA TECH HOLDING LIMITED,62012;62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
KORE IT TECHNOLOGY SERVICES LTD,08414864,KORE IT TECHNOLOGY SERVICES LTD,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
KP SOFTWARE SOLUTIONS LTD,08161501,KP SOFTWARE SOLUTIONS LTD,62012;62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Kainos Software Ltd,NI019370,KAINOS SOFTWARE LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Keertana Information Technology Solutions Limited,04861459,KEERTANA INFORMATION TECHNOLOGY SOLUTIONS LIMITED,62012;62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Komodo Digital Ltd,04674423,KOMODO DIGITAL LIMITED,62012;74100,0.5,0.1,0.12,0.08,0.05,0.85,strong
LINKFRESH Software Limited,01950612,LINKFRESH SOFTWARE LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
LTI TECHNOLOGY SOLUTIONS LIMITED,09580261,LTI TECHNOLOGY SOLUTIONS LIMITED,62012;62020;63110,0.5,0.1,0.12,0.08,0.05,0.85,strong
LYFE TECHNOLOGY LIMITED,09914393,LYFE TECHNOLOGY LIMITED,62011;62012;73110;73120,0.5,0.1,0.12,0.08,0.05,0.85,strong
Leading Globe Technology Limited,03405217,LEADING GLOBE TECHNOLOGY LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Learning Connexions (UK) Ltd,07693652,LEARNING CONNEXIONS (UK) LTD.,62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Learning Technologies Group PLC,02371375,LEARNING TECHNOLOGIES GROUP (UK) LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Liberty Information Technology Limited,NI031780,LIBERTY INFORMATION TECHNOLOGY LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Livelink Technology Ltd,05270872,LIVELINK TECHNOLOGY LTD,26200;62012;62090;74209,0.5,0.1,0.12,0.08,0.05,0.85,strong
Locus Software Limited,06210075,LOCUS SOFTWARE LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Loop Technology Limited,03498849,LOOP TECHNOLOGY LIMITED,28990;62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Loqbox Technology UK Limited,07916178,LOQBOX TECHNOLOGY UK LIMITED,62012;63990,0.5,0.1,0.12,0.08,0.05,0.85,strong
MASTER SOFTWARE SOLUTIONS LTD,08128692,MASTER SOFTWARE SOLUTIONS LTD,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
MCS Rental Software Limited,03907530,MCS RENTAL SOFTWARE LIMITED,62011;62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
MD Tech & Management Ltd,08898600,MD TECH & MANAGEMENT LTD,46520;47410;62012;95110,0.5,0.1,0.12,0.08,0.05,0.85,strong
MDX Technology Limited,07305821,MDX TECHNOLOGY LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
MEGRON TECH LIMITED,07354880,MEGRON TECH LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
MINDPATH TECHNOLOGY LIMITED,08942659,MINDPATH TECHNOLOGY LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
MLT Digital Ltd,SC297629,MLT DIGITAL LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
MRI Software Limited,03341304,MRI SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Made Tech Ltd,06591591,MADE TECH LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Madhav Software Solutions Limited,07476186,MADHAV SOFTWARE SOLUTIONS LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Medius Software Limited,04220636,MEDIUS SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Micro Technology Services Ltd,06177585,MICRO TECHNOLOGY SERVICES LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
MindLink Software Limited,07578750,MINDLINK SOFTWARE LTD,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
MindMill (HR) Software Ltd,NI059886,MINDMILL (HR) SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Modulr Technology Ltd,09897906,MODULR TECHNOLOGY LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Morning Data Ltd,02720975,MORNING DATA LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Mosaic Smart Data Limited,09237127,MOSAIC SMART DATA LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Multi - Tech Integrated Solutions UK Limited,08081855,MULTI-TECH INTEGRATED SOLUTIONS UK LIMITED,61200;62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
My Data Technologies Limited,08893273,MY DATA TECHNOLOGIES LTD,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Myrtle Software Limited,04978210,MYRTLE SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
NDL Software Ltd,01579602,NDL SOFTWARE LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
NEC Software Solutions UK Ltd,00968498,NEC SOFTWARE SOLUTIONS UK LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
NI-LUX SOFTWARE LTD,06546497,NI-LUX SOFTWARE LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
NITHREE TECHNOLOGY LIMITED,09686089,NITHREE TECHNOLOGY LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
NTT Data Business Solutions Limited,03689001,NTT DATA BUSINESS SOLUTIONS LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Nagarro Software Ltd,09141425,NAGARRO SOFTWARE LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Nanosoft Tech Ltd,07856726,NANOSOFT TECH LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Nervecentre Software Ltd,07166008,NERVECENTRE SOFTWARE LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Nest Digital Limited,09731993,DIGITAL NEST LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
NetCracker Technology EMEA Ltd,02412849,NETCRACKER TECHNOLOGY EMEA LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Newsco Software Limited,02516743,NEWSCO SOFTWARE LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Nexer Digital Ltd,06237914,NEXER DIGITAL LTD,62090;70229,0.5,0.1,0.12,0.08,0.05,0.85,strong
NextMove Software Limited,07588305,NEXTMOVE SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Niyanth Media & Technology Limited,09689671,NIYANTH MEDIA & TECHNOLOGY LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Novi Digital Limited,07526752,NOVI.DIGITAL LTD,62030;62090;73110,0.5,0.1,0.12,0.08,0.05,0.85,strong
Numerix Software LTD,04300958,NUMERIX SOFTWARE LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
OSF DIGITAL UK LTD,03844574,OSF DIGITAL UK LTD,62012;62020;62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Ocean Blue Software Limited,02620271,OCEAN BLUE SOFTWARE LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
OneTrust Technology Limited,04156317,ONETRUST TECHNOLOGY LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Opencast Software Europe Limited,08047734,OPENCAST SOFTWARE EUROPE LIMITED,62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
Options Technology Limited,02872304,OPTIONS TECHNOLOGY LIMITED,62090,0.5,0.1,0.12,0.08,0.05,0.85,strong
Optix Software Ltd,04595376,OPTIX SOFTWARE LTD,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Optrak Distribution Software Limited,02327613,OPTRAK DISTRIBUTION SOFTWARE LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Orbit Financial Technology Limited,09849578,ORBIT FINANCIAL TECHNOLOGY LIMITED,62012,0.5,0.1,0.12,0.08,0.05,0.85,strong
Orpheus Technology Limited,07341390,ORPHEUS TECHNOLOGY LIMITED,62012;62020,0.5,0.1,0.12,0.08,0.05,0.85,strong
